continent,total_cases
0,5851042.0
0,5949467.0
0,6046387.0
0,6143563.0
0,6238674.0
0,6322721.0
0,6409014.0
0,6491080.0
0,6604055.0
0,6707647.0
0,6811550.0
0,6916227.0
0,7019675.0
0,7113877.0
0,7217705.0
0,7328153.0
0,7439687.0
0,7554997.0
0,7670183.0
0,7787188.0
0,7888296.0
0,8006763.0
0,8132397.0
0,8260297.0
0,8389357.0
0,8513673.0
0,8634554.0
0,8750387.0
0,8872764.0
0,9003896.0
0,9133487.0
0,9260112.0
0,9383927.0
0,9501349.0
0,9607296.0
0,9724990.0
0,9848838.0
0,9972464.0
0,10094975.0
0,10216931.0
0,10330314.0
0,10428832.0
0,10542963.0
0,10668654.0
0,10788124.0
0,10905127.0
0,11012665.0
0,11120812.0
0,11218148.0
0,11326772.0
0,11443561.0
0,11552422.0
0,11659576.0
0,11767671.0
0,11866548.0
0,11956970.0
0,12056751.0
0,12161535.0
0,12263375.0
0,12364045.0
0,12460581.0
0,12551918.0
0,12634255.0
0,12725049.0
0,12823494.0
0,12920629.0
0,13018153.0
0,13106871.0
0,13191996.0
0,13264641.0
0,13349414.0
0,13442588.0
0,13535791.0
0,13627793.0
0,13714627.0
0,13802128.0
0,13885290.0
0,13978280.0
0,14075510.0
0,14172042.0
0,14273605.0
0,14367339.0
0,14462146.0
0,14547743.0
0,14643208.0
0,14744105.0
0,14843265.0
0,14942740.0
0,15036813.0
0,15118723.0
0,15199438.0
0,15293741.0
0,15400530.0
0,15507529.0
0,15615974.0
0,15719591.0
0,15824589.0
0,15921446.0
0,16028724.0
0,16138369.0
0,16276810.0
0,16422866.0
0,16550444.0
0,16675866.0
0,16791288.0
0,16914109.0
0,17041300.0
0,17172492.0
0,17298744.0
0,17422193.0
0,17541832.0
0,17650202.0
0,17768584.0
0,17886799.0
0,18795343.0
0,18909807.0
0,19019727.0
0,19119184.0
0,19213485.0
0,19321020.0
0,19427655.0
0,19529524.0
0,19629928.0
0,19725995.0
0,19813303.0
0,19892811.0
0,19982296.0
0,20072388.0
0,20161058.0
0,20247038.0
0,20322833.0
0,20394455.0
0,20464476.0
0,20546217.0
0,20629762.0
0,20715072.0
0,20810240.0
0,20860993.0
0,20930526.0
0,21003980.0
0,21086462.0
0,21173939.0
0,21261559.0
0,21328990.0
0,21433951.0
0,21510429.0
0,21584805.0
0,21666786.0
0,21753727.0
0,21840283.0
0,21922871.0
0,22008604.0
0,22083784.0
0,22148336.0
0,22223088.0
0,22304822.0
0,22381161.0
0,22456819.0
0,22529999.0
0,22596903.0
0,22656618.0
0,22731833.0
0,22811809.0
0,22894721.0
0,22971518.0
0,23045792.0
0,23113281.0
0,23179148.0
0,23248435.0
0,23324785.0
0,23397642.0
0,23466403.0
0,23536103.0
0,23602159.0
0,23661587.0
0,23729592.0
0,23800645.0
0,23865633.0
0,23932428.0
0,23995483.0
0,24054158.0
0,24113526.0
0,24182275.0
0,24251765.0
0,24318484.0
0,24385712.0
0,24448415.0
0,24515896.0
0,24583145.0
0,24656847.0
0,24733274.0
0,24809257.0
0,24884160.0
0,24954194.0
0,25022183.0
0,25091191.0
0,25167741.0
0,25248453.0
0,25329534.0
0,25410577.0
0,25487404.0
0,25565522.0
0,25644808.0
0,25728012.0
0,25817741.0
0,25909592.0
0,26003403.0
0,26092023.0
0,26182722.0
0,26276520.0
0,26378777.0
0,26494257.0
0,26614482.0
0,26736141.0
0,26855823.0
0,26981166.0
0,27101803.0
0,27236087.0
0,27382751.0
0,27537750.0
0,27694135.0
0,27846738.0
0,28009738.0
0,28162561.0
0,28323783.0
0,28507133.0
0,28705267.0
0,28915689.0
0,29124406.0
0,29349014.0
0,29558608.0
0,29804168.0
0,30072669.0
0,30353144.0
0,30646312.0
0,30935131.0
0,31240946.0
0,31544092.0
0,31876886.0
0,32233739.0
0,32605347.0
0,32994049.0
0,33403831.0
0,33818604.0
0,34218377.0
0,34666957.0
0,35138536.0
0,35621281.0
0,36108520.0
0,36581961.0
0,37055035.0
0,37496027.0
0,37986034.0
0,38492711.0
0,39007933.0
0,39526308.0
0,40023584.0
0,40500959.0
0,40960500.0
0,41447440.0
0,41965452.0
0,42490581.0
0,42995677.0
0,43494425.0
0,43950533.0
0,44369644.0
0,44813046.0
0,45265838.0
0,45696137.0
0,46095467.0
0,46478243.0
0,46834145.0
0,47181063.0
0,47533503.0
0,47897742.0
0,48244404.0
0,48588855.0
0,48909464.0
0,49205380.0
0,49482041.0
0,49774434.0
0,50065902.0
0,50338859.0
0,50596414.0
0,50836731.0
0,51064415.0
0,51265865.0
0,51473372.0
0,51684192.0
0,51896112.0
0,52091147.0
0,52271576.0
0,52437784.0
0,52585945.0
0,52745266.0
0,52912121.0
0,53077578.0
0,53236047.0
0,53382897.0
0,53522477.0
0,53653522.0
0,53789195.0
0,53929268.0
0,54072248.0
0,54209217.0
0,54332668.0
0,54462056.0
0,54586521.0
0,54717699.0
0,54856975.0
0,54999790.0
0,55135666.0
0,55265022.0
0,55400147.0
0,55531732.0
0,55673128.0
0,55820827.0
0,55976685.0
0,56125604.0
0,56267382.0
0,56410376.0
0,56564044.0
0,56730347.0
0,56901200.0
0,57084270.0
0,57261355.0
0,57430886.0
0,57601436.0
0,57780397.0
0,57976900.0
0,58186249.0
0,58406008.0
0,0.0
0,2.0
0,3.0
0,3.0
0,4.0
0,8.0
0,10.0
0,10.0
0,17.0
0,23.0
0,25.0
0,33.0
0,34.0
0,35.0
0,35.0
0,37.0
0,46.0
0,49.0
0,49.0
0,52.0
0,53.0
0,54.0
0,55.0
0,56.0
0,56.0
0,57.0
0,57.0
0,58.0
0,60.0
0,78.0
0,120.0
0,218.0
0,294.0
0,402.0
0,565.0
0,830.0
0,1133.0
0,1506.0
0,2261.0
0,2828.0
0,3516.0
0,4528.0
0,5960.0
0,7732.0
0,9890.0
0,12425.0
0,15567.0
0,18958.0
0,24421.0
0,28349.0
0,39896.0
0,48053.0
0,56894.0
0,67890.0
0,79437.0
0,93484.0
0,112861.0
0,133324.0
0,154986.0
0,175295.0
0,201702.0
0,226107.0
0,257126.0
0,293038.0
0,329065.0
0,365860.0
0,395777.0
0,428432.0
0,465241.0
0,502382.0
0,538552.0
0,576205.0
0,588726.0
0,615190.0
0,642592.0
0,666432.0
0,700555.0
0,733919.0
0,765259.0
0,792427.0
0,867469.0
0,892616.0
0,930197.0
0,962130.0
0,1006227.0
0,1038323.0
0,1065717.0
0,1095800.0
0,1119433.0
0,1146874.0
0,1176437.0
0,1201978.0
0,1218130.0
0,1242894.0
0,1264960.0
0,1289115.0
0,1313134.0
0,1334709.0
0,1357800.0
0,1380660.0
0,1402850.0
0,1424063.0
0,1445125.0
0,1467724.0
0,1494801.0
0,1519934.0
0,1543349.0
0,1564066.0
0,1583817.0
0,1607638.0
0,1629716.0
0,1650190.0
0,1670346.0
0,1690673.0
0,1708326.0
0,1724786.0
0,1741685.0
0,1760607.0
0,1778666.0
0,1796193.0
0,1815046.0
0,1831675.0
0,1845872.0
0,1860178.0
0,1876425.0
0,1891569.0
0,1912014.0
0,1928616.0
0,1945237.0
0,1959812.0
0,1974501.0
0,1988562.0
0,2000313.0
0,2020081.0
0,2036537.0
0,2052465.0
0,2067232.0
0,2082381.0
0,2097726.0
0,2113254.0
0,2129432.0
0,2146506.0
0,2162237.0
0,2177002.0
0,2191046.0
0,2206930.0
0,2222952.0
0,2239957.0
0,2255773.0
0,2270389.0
0,2283684.0
0,2297233.0
0,2312307.0
0,2327439.0
0,2342217.0
0,2357842.0
0,2371743.0
0,2383485.0
0,2396435.0
0,2409237.0
0,2422427.0
0,2435960.0
0,2449910.0
0,2462731.0
0,2474524.0
0,2488137.0
0,2500116.0
0,2514260.0
0,2527882.0
0,2542448.0
0,2556189.0
0,2567959.0
0,2582490.0
0,2595303.0
0,2609736.0
0,2625025.0
0,2641227.0
0,2654591.0
0,2666347.0
0,2684349.0
0,2698726.0
0,2714681.0
0,2732234.0
0,2749845.0
0,2763551.0
0,2776599.0
0,2798218.0
0,2813527.0
0,2831903.0
0,2851737.0
0,2871506.0
0,2885880.0
0,2898773.0
0,2923747.0
0,2944285.0
0,2964633.0
0,2986580.0
0,3010286.0
0,3025417.0
0,3039211.0
0,3066849.0
0,3086561.0
0,3109971.0
0,3137378.0
0,3164420.0
0,3184236.0
0,3201274.0
0,3232009.0
0,3254926.0
0,3282983.0
0,3313253.0
0,3345449.0
0,3366866.0
0,3386831.0
0,3423744.0
0,3450796.0
0,3477007.0
0,3516850.0
0,3552122.0
0,3575844.0
0,3597717.0
0,3640749.0
0,3670535.0
0,3706203.0
0,3743159.0
0,3784670.0
0,3814271.0
0,3840725.0
0,3891724.0
0,3928960.0
0,3970110.0
0,4015836.0
0,4064903.0
0,4102787.0
0,4132244.0
0,4188093.0
0,4231863.0
0,4282806.0
0,4337930.0
0,4398885.0
0,4443529.0
0,4482226.0
0,4548106.0
0,4601825.0
0,4662882.0
0,4728246.0
0,4798255.0
0,4850091.0
0,4894879.0
0,4963537.0
0,5011963.0
0,5091357.0
0,5161737.0
0,5238334.0
0,5309575.0
0,5383112.0
0,5467120.0
0,5551642.0
0,5650333.0
0,5761646.0
0,5879582.0
0,5989372.0
0,6076858.0
0,6191609.0
0,6304083.0
0,6447062.0
0,6603743.0
0,6761322.0
0,6905405.0
0,7037844.0
0,7203039.0
0,7363893.0
0,7564744.0
0,7780326.0
0,8015349.0
0,8220614.0
0,8374233.0
0,8658395.0
0,8888969.0
0,9146315.0
0,9431094.0
0,9731516.0
0,9962277.0
0,10180525.0
0,10526972.0
0,10803976.0
0,11032031.0
0,11348226.0
0,11669910.0
0,11970415.0
0,12190191.0
0,12434207.0
0,12684264.0
0,12981312.0
0,13275959.0
0,13562232.0
0,13804716.0
0,14004896.0
0,14240225.0
0,14514379.0
0,14777417.0
0,15047210.0
0,15314696.0
0,15535027.0
0,15707713.0
0,15900518.0
0,16126194.0
0,16364018.0
0,16601819.0
0,16835232.0
0,17028798.0
0,17179664.0
0,17344228.0
0,17544922.0
0,17755618.0
0,17980076.0
0,18195000.0
0,18395056.0
0,18557474.0
0,18709429.0
0,18908410.0
0,19121046.0
0,19359104.0
0,19590237.0
0,19792171.0
0,19961658.0
0,20120493.0
0,20333988.0
0,20575610.0
0,20830009.0
0,21074550.0
0,21276787.0
0,21446758.0
0,21633835.0
0,21870353.0
0,22118363.0
0,22368230.0
0,22548749.0
0,22688499.0
0,22823909.0
0,22996534.0
0,23241193.0
0,23537199.0
0,23807147.0
0,24016702.0
0,24176193.0
0,24344235.0
0,24547999.0
0,24823690.0
0,25093282.0
0,25414037.0
0,25688883.0
0,25916600.0
0,26099534.0
0,26312305.0
0,26549502.0
0,26812318.0
0,27069554.0
0,27315410.0
0,27500614.0
0,27656535.0
0,27865855.0
0,28068453.0
0,28316681.0
0,28541770.0
0,28771784.0
0,28941211.0
0,29080841.0
0,29275309.0
0,29454387.0
0,29670798.0
0,29881279.0
0,30085277.0
0,30241178.0
0,30356871.0
0,30527576.0
0,30687061.0
0,30873377.0
0,31032694.0
0,31229538.0
0,31360260.0
0,31469300.0
0,31595272.0
0,31724462.0
0,31880727.0
0,32035579.0
0,32183882.0
0,32304952.0
0,32398908.0
0,32500974.0
0,32624045.0
0,32772052.0
0,32926566.0
0,33081632.0
0,33210491.0
0,33322468.0
0,33425914.0
0,33560617.0
0,33732579.0
0,33902678.0
0,34068209.0
0,34213731.0
0,34331959.0
0,34433651.0
0,34501980.0
0,34677407.0
0,34852852.0
0,35028108.0
0,35183492.0
0,35311994.0
0,35413508.0
0,35565250.0
0,35759320.0
0,35945097.0
0,36136870.0
0,36320510.0
0,36467605.0
0,36589777.0
0,36776096.0
0,36983691.0
0,37215269.0
0,37430979.0
0,37625364.0
0,37786630.0
0,37938677.0
0,38118405.0
0,38374597.0
0,38627579.0
0,38866698.0
0,39085196.0
0,39248271.0
0,39387528.0
0,39592373.0
0,39848358.0
0,40099507.0
0,40316339.0
0,40469351.0
0,40668575.0
0,40776189.0
0,40907222.0
0,41069406.0
0,41352287.0
0,41527763.0
0,41673474.0
0,41894731.0
0,42021903.0
0,42215096.0
0,42427481.0
0,42628484.0
0,42823202.0
0,42981282.0
0,43093965.0
0,43204329.0
0,43381564.0
0,43568442.0
0,43758336.0
0,43930132.0
0,44063857.0
0,44172973.0
0,44263885.0
0,44413760.0
0,44575562.0
0,44731548.0
0,44863478.0
0,44978116.0
0,45047774.0
0,45122639.0
0,45244198.0
0,45369272.0
0,45495800.0
0,45614114.0
0,45710729.0
0,45770525.0
0,45839624.0
0,45947841.0
0,46046017.0
0,46139061.0
0,46228218.0
0,46299318.0
0,46359876.0
0,46413578.0
0,46490440.0
0,46580552.0
0,46299372.0
0,46372233.0
0,46431523.0
0,46477615.0
0,46518855.0
0,46569601.0
0,46630992.0
0,46697710.0
0,46759594.0
0,46809383.0
0,46850085.0
0,46887683.0
0,46935732.0
0,46979965.0
0,47045395.0
0,47093735.0
0,47132144.0
0,47164893.0
0,47201527.0
0,47244709.0
0,47290997.0
0,47345817.0
0,47388866.0
0,47425698.0
0,47459573.0
0,47497593.0
0,47537321.0
0,47577994.0
0,47619735.0
0,47663714.0
0,47703194.0
0,47737985.0
0,47779255.0
0,47823908.0
0,47874582.0
0,47926984.0
0,47978105.0
0,48027404.0
0,48070046.0
0,48131526.0
0,48192262.0
0,48260346.0
0,48338734.0
0,48415731.0
0,48478471.0
0,48538802.0
0,48634594.0
0,48718923.0
0,48815436.0
0,48914821.0
0,49025275.0
0,49110445.0
0,49190696.0
0,49308616.0
0,49446174.0
0,49571631.0
0,49715596.0
0,0.0
0,2.0
0,3.0
0,3.0
0,4.0
0,8.0
0,10.0
0,10.0
0,13.0
0,19.0
0,21.0
0,23.0
0,24.0
0,24.0
0,24.0
0,26.0
0,31.0
0,33.0
0,33.0
0,35.0
0,35.0
0,35.0
0,35.0
0,36.0
0,36.0
0,36.0
0,36.0
0,36.0
0,36.0
0,53.0
0,95.0
0,188.0
0,262.0
0,365.0
0,523.0
0,773.0
0,1057.0
0,1405.0
0,2112.0
0,2606.0
0,3210.0
0,4080.0
0,5392.0
0,6942.0
0,8942.0
0,11307.0
0,14226.0
0,16994.0
0,21648.0
0,24924.0
0,35096.0
0,42507.0
0,49867.0
0,60044.0
0,70045.0
0,82516.0
0,99352.0
0,116843.0
0,135560.0
0,152910.0
0,175173.0
0,195518.0
0,222047.0
0,253172.0
0,283775.0
0,315636.0
0,340947.0
0,367301.0
0,397713.0
0,427463.0
0,455838.0
0,486083.0
0,492059.0
0,512616.0
0,532292.0
0,547820.0
0,573677.0
0,598559.0
0,621783.0
0,641900.0
0,709587.0
0,726306.0
0,755063.0
0,776480.0
0,809506.0
0,830419.0
0,846302.0
0,864689.0
0,877673.0
0,893222.0
0,910137.0
0,923687.0
0,927036.0
0,939849.0
0,950034.0
0,961478.0
0,972407.0
0,980557.0
0,989453.0
0,997977.0
0,1005204.0
0,1011088.0
0,1016516.0
0,1023725.0
0,1034609.0
0,1042926.0
0,1050751.0
0,1056654.0
0,1061449.0
0,1068334.0
0,1074434.0
0,1079792.0
0,1085592.0
0,1090954.0
0,1095452.0
0,1098618.0
0,1102533.0
0,1107627.0
0,1112516.0
0,1116845.0
0,1123044.0
0,1127037.0
0,1129674.0
0,1132066.0
0,1136209.0
0,1139599.0
0,1148220.0
0,1153035.0
0,1157968.0
0,1160536.0
0,1163294.0
0,1165403.0
0,1165409.0
0,1173138.0
0,1177739.0
0,1182062.0
0,1185306.0
0,1188600.0
0,1192490.0
0,1196476.0
0,1200601.0
0,1205490.0
0,1209371.0
0,1212473.0
0,1215284.0
0,1219612.0
0,1224293.0
0,1230172.0
0,1234432.0
0,1238210.0
0,1241208.0
0,1244305.0
0,1248990.0
0,1253849.0
0,1258353.0
0,1264006.0
0,1268175.0
0,1270572.0
0,1274140.0
0,1277707.0
0,1282171.0
0,1286445.0
0,1290697.0
0,1294037.0
0,1296521.0
0,1301077.0
0,1304123.0
0,1308507.0
0,1312677.0
0,1317497.0
0,1321120.0
0,1323614.0
0,1329283.0
0,1332692.0
0,1337497.0
0,1343320.0
0,1349507.0
0,1353138.0
0,1355882.0
0,1365584.0
0,1371107.0
0,1377836.0
0,1386019.0
0,1394114.0
0,1398882.0
0,1402611.0
0,1415008.0
0,1421652.0
0,1430627.0
0,1440992.0
0,1451245.0
0,1456561.0
0,1460308.0
0,1476692.0
0,1488584.0
0,1499708.0
0,1512263.0
0,1526517.0
0,1532561.0
0,1537654.0
0,1556455.0
0,1567260.0
0,1581145.0
0,1598950.0
0,1615785.0
0,1625943.0
0,1633893.0
0,1656268.0
0,1670124.0
0,1688443.0
0,1708634.0
0,1730655.0
0,1741402.0
0,1752046.0
0,1779897.0
0,1797624.0
0,1814064.0
0,1843636.0
0,1868496.0
0,1881791.0
0,1893401.0
